#YY,MM,DD,hh,mm,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,PTDY,TIDE
#yr,mo,dy,hr,mn,degT,m/s,m/s,m,sec,sec,deg,T   hPa,degC,degC,degC,nmi,hPa,ft
2017,4,20,11,30,110,5,6,MM,MM,MM,MM,1017,7.9,6.9,7.3,MM,MM,MM
2017,4,20,11,20,110,4,5,MM,MM,MM,MM,1017.2,8,6.9,7.3,MM,MM,MM
2017,4,20,11,10,110,5,6,MM,MM,MM,MM,1017.2,8,6.9,7.2,MM,MM,MM
2017,4,20,11,0,110,5,6,MM,MM,MM,MM,1017.1,7.9,6.9,7.1,MM,-2.2,MM
2017,4,20,10,50,100,5,5,0.1,MM,2.5,MM,1017.1,7.9,6.9,7.2,MM,MM,MM
2017,4,20,10,40,100,5,5,MM,MM,MM,MM,1017.1,7.8,6.9,7.1,MM,MM,MM
2017,4,20,10,30,100,5,5,MM,MM,MM,MM,1017.1,7.8,6.9,7,MM,MM,MM
2017,4,20,10,20,110,5,5,MM,MM,MM,MM,1017.3,7.9,6.9,7.2,MM,MM,MM
2017,4,20,10,10,110,4,5,MM,MM,MM,MM,1017.4,7.7,6.9,7.1,MM,MM,MM
2017,4,20,10,0,120,4,5,MM,MM,MM,MM,1017.6,7.5,6.9,7,MM,-1.6,MM
2017,4,20,9,50,110,4,4,0.2,MM,2.7,MM,1017.9,7.4,6.9,6.9,MM,MM,MM
2017,4,20,9,40,100,3,4,MM,MM,MM,MM,1017.9,7.2,6.9,6.8,MM,MM,MM
2017,4,20,9,30,100,3,4,MM,MM,MM,MM,1018,7.1,6.9,6.7,MM,MM,MM
2017,4,20,9,20,100,3,4,MM,MM,MM,MM,1018,7.1,6.9,6.6,MM,MM,MM
2017,4,20,9,10,80,3,4,MM,MM,MM,MM,1018.3,7.1,6.9,6.7,MM,MM,MM
2017,4,20,9,0,60,3,3,MM,MM,MM,MM,1018.5,7.1,6.9,6.6,MM,-1.2,MM
2017,4,20,8,50,60,3,3,0.2,MM,2.7,MM,1018.8,7.1,6.9,6.6,MM,MM,MM
2017,4,20,8,40,40,3,4,MM,MM,MM,MM,1018.9,7.1,6.9,6.7,MM,MM,MM
2017,4,20,8,30,40,3,4,MM,MM,MM,MM,1019.1,7.1,6.9,6.7,MM,MM,MM
2017,4,20,8,20,30,3,4,MM,MM,MM,MM,1019,7.2,6.9,6.7,MM,MM,MM
2017,4,20,8,10,40,3,5,MM,MM,MM,MM,1019,7.2,7,6.6,MM,MM,MM
2017,4,20,8,0,30,3,3,MM,MM,MM,MM,1019.3,7.2,7,6.6,MM,-0.9,MM
2017,4,20,7,50,40,3,3,0.2,MM,2.5,MM,1019.3,7.3,7,6.7,MM,MM,MM
2017,4,20,7,40,40,3,3,MM,MM,MM,MM,1019.3,7.4,7,6.8,MM,MM,MM
2017,4,20,7,30,40,3,3,MM,MM,MM,MM,1019.4,7.4,7,6.8,MM,MM,MM
2017,4,20,7,20,40,3,4,MM,MM,MM,MM,1019.4,7.4,7,6.8,MM,MM,MM
2017,4,20,7,10,50,3,4,MM,MM,MM,MM,1019.4,7.5,7,6.9,MM,MM,MM
2017,4,20,7,0,50,4,4,MM,MM,MM,MM,1019.3,7.5,7,6.9,MM,-1.2,MM
2017,4,20,6,50,60,3,4,0.2,MM,2.5,MM,1019,7.4,7,6.9,MM,MM,MM
2017,4,20,6,40,60,3,3,MM,MM,MM,MM,1019.1,7.5,7,6.9,MM,MM,MM
2017,4,20,6,30,60,2,3,MM,MM,MM,MM,1019.1,7.5,7,7,MM,MM,MM
2017,4,20,6,20,50,2,3,MM,MM,MM,MM,1019.3,7.6,7,7.1,MM,MM,MM
2017,4,20,6,10,30,3,3,MM,MM,MM,MM,1019.4,7.7,7,7.2,MM,MM,MM
2017,4,20,6,0,30,3,3,MM,MM,MM,MM,1019.7,7.8,7,7.3,MM,-0.6,MM
2017,4,20,5,50,30,4,5,0.1,MM,2.4,MM,1019.9,7.9,7,7.3,MM,MM,MM
2017,4,20,5,40,20,4,5,MM,MM,MM,MM,1020,8,7,7.4,MM,MM,MM
2017,4,20,5,30,20,5,6,MM,MM,MM,MM,1019.9,8.2,7,7.5,MM,MM,MM
2017,4,20,5,20,10,4,5,MM,MM,MM,MM,1020.2,8.2,7,7.6,MM,MM,MM
2017,4,20,5,10,10,4,5,MM,MM,MM,MM,1020.3,8.1,7,7.6,MM,MM,MM
2017,4,20,5,0,20,4,5,MM,MM,MM,MM,1020.2,8.1,7,7.7,MM,0.3,MM
2017,4,20,4,50,30,3,4,0.1,MM,2.5,MM,1020,8.1,7,7.7,MM,MM,MM
2017,4,20,4,40,20,3,4,MM,MM,MM,MM,1019.9,8.3,7,7.8,MM,MM,MM
2017,4,20,4,30,10,4,4,MM,MM,MM,MM,1020.2,8.4,7,7.9,MM,MM,MM
2017,4,20,4,20,10,4,5,MM,MM,MM,MM,1020.4,8.5,7,8.1,MM,MM,MM
2017,4,20,4,10,360,5,5,MM,MM,MM,MM,1020.5,8.5,7,8.2,MM,MM,MM
2017,4,20,4,0,350,5,6,MM,MM,MM,MM,1020.5,8.4,7,8.2,MM,1.8,MM
2017,4,20,3,50,360,5,6,0.1,MM,2.6,MM,1020.4,8.5,7,8.4,MM,MM,MM
2017,4,20,3,40,350,4,5,MM,MM,MM,MM,1020.3,8.5,7,8.4,MM,MM,MM
2017,4,20,3,30,360,4,5,MM,MM,MM,MM,1020.3,8.6,7,8.6,MM,MM,MM
2017,4,20,3,20,10,5,6,MM,MM,MM,MM,1020,8.7,7,8.7,MM,MM,MM
2017,4,20,3,10,360,4,6,MM,MM,MM,MM,1020,8.8,7,8.8,MM,MM,MM
2017,4,20,3,0,350,4,5,MM,MM,MM,MM,1020.3,9.1,7,9.1,MM,1.9,MM
2017,4,20,2,50,340,4,4,0.2,MM,2.6,MM,1020.6,9.3,7,9.2,MM,MM,MM
2017,4,20,2,40,330,5,7,MM,MM,MM,MM,1020.7,10.2,7,10.2,MM,MM,MM
2017,4,20,2,30,340,5,7,MM,MM,MM,MM,1020.6,11,7,11,MM,MM,MM
2017,4,20,2,20,270,2,5,MM,MM,MM,MM,1020.2,10,7,10,MM,MM,MM
2017,4,20,2,10,210,2,3,MM,MM,MM,MM,1019.9,10,7,10,MM,MM,MM
2017,4,20,2,0,210,2,3,MM,MM,MM,MM,1019.9,9.4,7,9.4,MM,1.1,MM
2017,4,20,1,50,200,3,3,0.3,3,2.8,271,1019.7,9.5,7,9.3,MM,MM,MM
2017,4,20,1,40,190,3,5,MM,MM,MM,MM,1019.3,11.1,7,11.1,MM,MM,MM
2017,4,20,1,30,190,4,4,MM,MM,MM,MM,1018.9,11.4,7,11.4,MM,MM,MM
2017,4,20,1,20,190,3,4,MM,MM,MM,MM,1019,9.9,7,9.9,MM,MM,MM
2017,4,20,1,10,190,3,4,MM,MM,MM,MM,1018.9,10.1,7,10.1,MM,MM,MM
2017,4,20,1,0,200,2,3,MM,MM,MM,MM,1018.7,9.5,MM,9.4,MM,2.5,MM
2017,4,20,0,50,190,2,3,0.3,3,2.7,266,1018.6,10,7,10,MM,MM,MM
2017,4,20,0,40,200,2,2,0.3,MM,2.7,266,1018.1,9.8,6.9,9.7,MM,MM,MM
2017,4,20,0,30,190,2,3,MM,MM,MM,MM,1018,9.9,7,9.6,MM,MM,MM
2017,4,20,0,20,190,3,4,MM,MM,MM,MM,1017.9,11.3,7,11,MM,MM,MM
2017,4,20,0,10,210,3,4,MM,MM,MM,MM,1018.1,12.5,7,12.3,MM,MM,MM
2017,4,20,0,0,260,2,3,MM,MM,MM,MM,MM,MM,7,MM,MM,MM,MM
2017,4,19,23,50,300,2,3,0.3,3,2.6,257,1018.3,13.1,7,13.1,MM,MM,MM
2017,4,19,23,40,300,3,5,MM,MM,MM,MM,1018.6,12.3,7,12.1,MM,MM,MM
2017,4,19,23,30,290,4,4,MM,MM,MM,MM,1019.1,13.3,7,13.3,MM,MM,MM
2017,4,19,23,20,300,3,4,MM,MM,MM,MM,1019.4,12.5,7,12.4,MM,MM,MM
2017,4,19,23,10,340,6,9,MM,MM,MM,MM,1019.1,12.6,7,12.3,MM,MM,MM
2017,4,19,23,0,330 1,1.0 1,7,MM,MM,MM,MM,1018.8,13.2,7.1,12.4,MM,2.6,MM
2017,4,19,22,50,280 1,3.0 1,7,0.2,MM,2.6,MM,1018.7,14,7.1,12.4,MM,MM,MM
2017,4,19,22,40,240 1,1.0 1,7,MM,MM,MM,MM,1017.5,15.1,7.2,13.8,MM,MM,MM
2017,4,19,22,30,190,4,7,MM,MM,MM,MM,1016.7,13.7,7.2,12.3,MM,MM,MM
2017,4,19,22,20,190,3,4,MM,MM,MM,MM,1016.2,14.6,7.2,12.8,MM,MM,MM
2017,4,19,22,10,200,2,5,MM,MM,MM,MM,1016.2,15.8,MM,13.8,MM,MM,MM
2017,4,19,22,0,230,2,3,MM,MM,MM,MM,1016.1,16.8,7.2,14.6,MM,-0.8,MM
2017,4,19,21,50,220,2,2,0.2,MM,2.8,MM,1016.1,15.7,7.2,14.7,MM,MM,MM
2017,4,19,21,40,170,2,2,MM,MM,MM,MM,1016.1,14.8,7.1,12.9,MM,MM,MM
2017,4,19,21,30,150,3,3,MM,MM,MM,MM,1015.9,14.7,7.2,12.5,MM,MM,MM
2017,4,19,21,20,150,4,4,MM,MM,MM,MM,1015.8,14.9,7.2,12.9,MM,MM,MM
2017,4,19,21,10,150,4,4,MM,MM,MM,MM,1015.7,14.5,7.2,12.2,MM,MM,MM
2017,4,19,21,0,150,3,4,MM,MM,MM,MM,1016,13.7,7.1,11.9,MM,-1.3,MM
2017,4,19,20,50,150,3,4,0.2,MM,2.8,MM,1016,14.3,7.1,12.2,MM,MM,MM
2017,4,19,20,40,140,3,4,MM,MM,MM,MM,1016.1,14.6,7.1,12.5,MM,MM,MM
2017,4,19,20,30,150,4,5,MM,MM,MM,MM,1016.1,14.5,7.1,12.8,MM,MM,MM
2017,4,19,20,20,160,5,6,MM,MM,MM,MM,1016.3,14.7,7.1,13.3,MM,MM,MM
2017,4,19,20,10,210,4,5,MM,MM,MM,MM,1016.1,15.9,7.2,15,MM,MM,MM
2017,4,19,20,0,230,7.0 1,0,MM,MM,MM,MM,1016.2,15.1,7.2,13.9,MM,-1.4,MM
2017,4,19,19,50,230,5,8,0.3,3,2.9,203,1016.6,12.4,7.2,11.6,MM,MM,MM
2017,4,19,19,40,250,2,3,MM,MM,MM,MM,1016.6,11.6,MM,10.3,MM,MM,MM
2017,4,19,19,30,220,2,4,MM,MM,MM,MM,1016.6,11.8,7,10.2,MM,MM,MM
2017,4,19,19,20,210,3,4,MM,MM,MM,MM,1016.8,11.8,7,10.5,MM,MM,MM
2017,4,19,19,10,210,3,4,MM,MM,MM,MM,1017,12,7.1,10.3,MM,MM,MM
2017,4,19,19,0,200,4,5,MM,MM,MM,MM,1016.9,12.3,7.1,10.8,MM,-1.3,MM
2017,4,19,18,50,190,4,5,0.3,3,2.9,211,1016.9,11.9,7.1,10.6,MM,MM,MM
2017,4,19,18,40,190,3,4,MM,MM,MM,MM,1016.9,11.6,7.1,10.2,MM,MM,MM
2017,4,19,18,30,200,3,4,MM,MM,MM,MM,1017.1,11.8,7.1,10.3,MM,MM,MM
2017,4,19,18,20,200,3,4,MM,MM,MM,MM,1017,12,7.1,10.6,MM,MM,MM
2017,4,19,18,10,210,4,4,MM,MM,MM,MM,1017.3,11.9,7,10.6,MM,MM,MM
2017,4,19,18,0,210,4,4,MM,MM,MM,MM,1017.3,11.4,7,10.4,MM,-0.7,MM
2017,4,19,17,50,220,4,4,0.3,3,3,209,1017.5,11.5,6.9,10.3,MM,MM,MM
2017,4,19,17,40,210,4,5,MM,MM,MM,MM,1017.5,12,6.9,10.7,MM,MM,MM
2017,4,19,17,30,200,4,5,MM,MM,MM,MM,1017.4,11.6,6.9,10.3,MM,MM,MM
2017,4,19,17,20,200,5,6,MM,MM,MM,MM,1017.5,12,6.9,10.7,MM,MM,MM
2017,4,19,17,10,200,5,6,MM,MM,MM,MM,1017.6,11.8,6.9,10.6,MM,MM,MM
2017,4,19,17,0,200,5,6,MM,MM,MM,MM,1017.6,11.9,6.9,10.8,MM,-0.5,MM
2017,4,19,16,50,200,6,7,0.3,5,3,57,1017.7,11.9,6.9,11,MM,MM,MM
2017,4,19,16,40,200,6,7,MM,MM,MM,MM,1017.8,11.8,6.9,11,MM,MM,MM
2017,4,19,16,30,200,6,7,MM,MM,MM,MM,1017.9,11.8,6.8,11.1,MM,MM,MM
2017,4,19,16,20,200,6,7,MM,MM,MM,MM,1017.8,11.2,6.8,10.6,MM,MM,MM
2017,4,19,16,10,210,5,6,MM,MM,MM,MM,1018.1,11,6.8,10.4,MM,MM,MM
2017,4,19,16,0,200,5,6,MM,MM,MM,MM,1018.2,11.3,6.8,10.7,MM,0,MM
2017,4,19,15,50,200,5,6,0.4,5,3.1,62,1018.1,11.4,6.8,10.8,MM,MM,MM
2017,4,19,15,40,210,5,6,MM,MM,MM,MM,1018.2,11.3,6.8,10.8,MM,MM,MM
2017,4,19,15,30,210,5,6,MM,MM,MM,MM,1018,11.5,6.8,10.9,MM,MM,MM
2017,4,19,15,20,210,6,6,MM,MM,MM,MM,1018.1,11.5,6.8,10.9,MM,MM,MM
2017,4,19,15,10,200,6,7,MM,MM,MM,MM,1018,11.7,6.7,11,MM,MM,MM
2017,4,19,15,0,200,6,7,MM,MM,MM,MM,1018,11.8,6.7,11,MM,-0.3,MM
2017,4,19,14,50,200,6,7,0.4,5,3.2,62,1017.9,11.7,6.7,11,MM,MM,MM
2017,4,19,14,40,200,6,7,MM,MM,MM,MM,1017.9,11.4,6.7,10.8,MM,MM,MM
2017,4,19,14,30,200,5,6,MM,MM,MM,MM,1018,11.4,6.7,10.8,MM,MM,MM
2017,4,19,14,20,200,6,7,MM,MM,MM,MM,1018.1,11.5,6.7,10.8,MM,MM,MM
2017,4,19,14,10,200,6,7,MM,MM,MM,MM,1018.1,11.4,6.7,10.7,MM,MM,MM
2017,4,19,14,0,200,6,6,MM,MM,MM,MM,1018.1,11.3,6.7,10.6,MM,0,MM
2017,4,19,13,50,200,5,6,0.4,5,3.4,56,1018.2,11.3,6.7,10.6,MM,MM,MM
2017,4,19,13,40,200,6,6,MM,MM,MM,MM,1018.3,11.2,6.7,10.6,MM,MM,MM
2017,4,19,13,30,200,6,7,MM,MM,MM,MM,1018.3,11.4,6.7,10.7,MM,MM,MM
2017,4,19,13,20,200,6,7,MM,MM,MM,MM,1018.3,11.4,MM,10.6,MM,MM,MM
2017,4,19,13,10,200,6,7,MM,MM,MM,MM,1018.1,11.1,6.7,10.3,MM,MM,MM
2017,4,19,13,0,190,6,7,MM,MM,MM,MM,1018.1,10.9,6.7,10.1,MM,0.3,MM
2017,4,19,12,50,200,5,6,0.5,5,3.4,60,1018.2,10.9,6.7,10.1,MM,MM,MM
2017,4,19,12,40,190,5,5,MM,MM,MM,MM,1018.2,10.7,6.7,10,MM,MM,MM
2017,4,19,12,30,190,5,6,MM,MM,MM,MM,1018.2,10.8,6.7,10,MM,MM,MM
2017,4,19,12,20,190,6,6,MM,MM,MM,MM,1018.2,10.8,6.7,9.9,MM,MM,MM
2017,4,19,12,10,190,6,6,MM,MM,MM,MM,1018.4,11.1,6.7,10,MM,MM,MM
2017,4,19,12,0,200,6,7,MM,MM,MM,MM,1018.3,11,6.7,10,MM,0.4,MM
2017,4,19,11,50,190,6,7,0.4,5,3.6,59,1018.3,11,6.7,10,MM,MM,MM
2017,4,19,11,40,190,5,6,MM,MM,MM,MM,1018.2,10.7,6.7,9.7,MM,MM,MM
2017,4,19,11,30,190,5,6,MM,MM,MM,MM,1018.1,10.5,6.7,9.6,MM,MM,MM
2017,4,19,11,20,190,5,6,MM,MM,MM,MM,1018.1,10.3,6.7,9.4,MM,MM,MM
2017,4,19,11,10,190,5,6,MM,MM,MM,MM,1018.1,10.3,6.7,9.3,MM,MM,MM
2017,4,19,11,0,190,5,6,MM,MM,MM,MM,1017.9,10.3,6.7,9.3,MM,0,MM
2017,4,19,10,50,190,5,6,0.5,5,3.7,57,1017.9,10.3,6.7,9.2,MM,MM,MM
2017,4,19,10,40,190,5,6,MM,MM,MM,MM,1017.8,10.3,6.7,9.2,MM,MM,MM
2017,4,19,10,30,180,5,6,MM,MM,MM,MM,1017.9,10.3,6.7,9.2,MM,MM,MM
2017,4,19,10,20,180,5,6,MM,MM,MM,MM,1017.9,10.3,6.7,9.1,MM,MM,MM
2017,4,19,10,10,180,5,6,MM,MM,MM,MM,1017.8,10.4,6.7,9.2,MM,MM,MM
2017,4,19,10,0,180,5,6,MM,MM,MM,MM,1017.8,10.5,6.7,9.3,MM,-0.3,MM
2017,4,19,9,50,180,5,6,0.6,5,4,64,1017.8,10.4,6.7,9.2,MM,MM,MM
2017,4,19,9,40,180,5,5,MM,MM,MM,MM,1017.8,10.4,6.7,9.1,MM,MM,MM
2017,4,19,9,30,180,5,6,MM,MM,MM,MM,1017.9,10.5,6.7,9,MM,MM,MM
2017,4,19,9,20,180,5,6,MM,MM,MM,MM,1017.8,10.5,6.7,9,MM,MM,MM
2017,4,19,9,10,180,5,5,MM,MM,MM,MM,1017.8,10.4,6.7,8.8,MM,MM,MM
2017,4,19,9,0,180,4,6,MM,MM,MM,MM,1017.9,10.6,6.7,8.6,MM,-0.9,MM
2017,4,19,8,50,170,5,6,0.6,5,4.1,64,1017.8,10.6,6.7,8.4,MM,MM,MM
2017,4,19,8,40,170,5,6,MM,MM,MM,MM,1017.8,10.8,6.7,8,MM,MM,MM
2017,4,19,8,30,170,5,6,MM,MM,MM,MM,1017.8,11.1,6.7,7.8,MM,MM,MM
2017,4,19,8,20,170,5,6,MM,MM,MM,MM,1017.8,11.2,6.6,7.2,MM,MM,MM
2017,4,19,8,10,170,5,6,MM,MM,MM,MM,1018,11.3,6.6,6.8,MM,MM,MM
2017,4,19,8,0,170,5,6,MM,MM,MM,MM,1018,11.2,6.6,6.4,MM,-1.4,MM
2017,4,19,7,50,170,5,6,0.7,5,4.2,59,1018.1,11.2,6.6,6.3,MM,MM,MM
2017,4,19,7,40,170,5,6,MM,MM,MM,MM,1018.1,11.1,6.6,6.2,MM,MM,MM
2017,4,19,7,30,170,5,6,MM,MM,MM,MM,1018,11,6.6,6,MM,MM,MM
2017,4,19,7,20,160,5,6,MM,MM,MM,MM,1018,11.1,6.6,5.9,MM,MM,MM
2017,4,19,7,10,160,5,6,MM,MM,MM,MM,1018,11.2,6.6,5.9,MM,MM,MM
2017,4,19,7,0,160,5,6,MM,MM,MM,MM,1018.1,11,6.6,5.8,MM,-2.1,MM
2017,4,19,6,50,160,5,6,0.8,5,4.3,68,1018.2,10.8,6.6,5.8,MM,MM,MM
2017,4,19,6,40,150,4,5,MM,MM,MM,MM,1018.3,10.8,6.6,5.8,MM,MM,MM
2017,4,19,6,30,150,5,5,MM,MM,MM,MM,1018.5,10.7,6.6,5.9,MM,MM,MM
2017,4,19,6,20,150,5,5,MM,MM,MM,MM,1018.5,10.7,6.6,5.8,MM,MM,MM
2017,4,19,6,10,150,5,5,MM,MM,MM,MM,1018.7,11,6.6,5.7,MM,MM,MM
2017,4,19,6,0,140,4,5,MM,MM,MM,MM,1018.8,10.7,6.6,5.7,MM,-1.8,MM
2017,4,19,5,50,140,4,5,0.9,6,4.2,64,1019,10.4,6.6,5.8,MM,MM,MM
2017,4,19,5,40,120,4,5,MM,MM,MM,MM,1019.4,9.9,6.6,6.1,MM,MM,MM
2017,4,19,5,30,130,3,3,MM,MM,MM,MM,1019.4,9.8,6.6,6.3,MM,MM,MM
2017,4,19,5,20,140,3,4,MM,MM,MM,MM,1019.5,9.1,6.6,6.3,MM,MM,MM
2017,4,19,5,10,140,4,6,MM,MM,MM,MM,1019.2,8.9,6.6,6.4,MM,MM,MM
2017,4,19,5,0,120,5,6,MM,MM,MM,MM,1019.4,8.3,6.6,6.4,MM,-1.5,MM
2017,4,19,4,50,110,4,5,0.9,5,4.2,71,1019.6,8.3,6.6,6.3,MM,MM,MM
2017,4,19,4,40,110,4,5,MM,MM,MM,MM,1020.2,8.4,6.6,6.2,MM,MM,MM
2017,4,19,4,30,110,5,5,MM,MM,MM,MM,1020.2,8.3,6.6,6.1,MM,MM,MM
2017,4,19,4,20,110,4,5,MM,MM,MM,MM,1020.4,8.1,6.6,6,MM,MM,MM
2017,4,19,4,10,110,5,6,MM,MM,MM,MM,1020.3,8,6.6,5.9,MM,MM,MM
2017,4,19,4,0,110,5,7,MM,MM,MM,MM,1020.2,7.9,6.6,5.7,MM,-0.3,MM
2017,4,19,3,50,100,5,6,1,6,4.2,75,1020.3,7.9,6.6,5.6,MM,MM,MM
2017,4,19,3,40,100,6,7,1,MM,4.2,75,1020.4,7.9,6.6,5.5,MM,MM,MM
2017,4,19,3,30,100,6,7,MM,MM,MM,MM,1020.5,7.9,6.6,5.5,MM,MM,MM
2017,4,19,3,20,90,6,7,MM,MM,MM,MM,1020.5,7.9,6.6,5.4,MM,MM,MM
2017,4,19,3,10,90,6,7,MM,MM,MM,MM,1020.6,7.8,6.6,5.3,MM,MM,MM
2017,4,19,3,0,90,6,7,MM,MM,MM,MM,1020.6,7.7,6.6,5.2,MM,-0.8,MM
2017,4,19,2,50,90,6,7,1.1,6,4.2,74,1020.8,7.7,6.6,5.2,MM,MM,MM
2017,4,19,2,40,90,6,7,1.1,MM,4.2,74,1020.9,7.7,6.6,5.2,MM,MM,MM
2017,4,19,2,30,90,6,7,MM,MM,MM,MM,1021,7.7,6.6,5.1,MM,MM,MM
2017,4,19,2,20,90,6,7,MM,MM,MM,MM,1020.9,7.6,6.6,5,MM,MM,MM
2017,4,19,2,10,90,7,8,MM,MM,MM,MM,1020.9,7.7,6.6,4.8,MM,MM,MM
2017,4,19,2,0,90,7,8,MM,MM,MM,MM,1020.9,7.7,6.6,4.7,MM,-0.9,MM
2017,4,19,1,50,80,7,8,1.2,6,4.3,81,1020.8,7.8,6.6,4.6,MM,MM,MM
2017,4,19,1,40,80,7,8,MM,MM,MM,MM,1020.9,7.9,6.6,4.6,MM,MM,MM
2017,4,19,1,30,80,7,9,MM,MM,MM,MM,1020.9,8.1,6.6,4.4,MM,MM,MM
2017,4,19,1,20,80,8,9,MM,MM,MM,MM,1020.8,8.4,6.6,4.4,MM,MM,MM
2017,4,19,1,10,90,8.0 1,0,MM,MM,MM,MM,1020.4,8.5,6.6,4.2,MM,MM,MM
2017,4,19,1,0,80,8.0 1,0,MM,MM,MM,MM,1020.5,8.3,6.6,4,MM,-2.5,MM
2017,4,19,0,50,80,8,9,1.2,6,4.3,73,1020.7,8.2,6.6,4.1,MM,MM,MM
2017,4,19,0,40,80,8,9,MM,MM,MM,MM,1020.9,8,6.6,4.2,MM,MM,MM
2017,4,19,0,30,80,8,9,MM,MM,MM,MM,1021.2,7.9,6.6,4.1,MM,MM,MM
2017,4,19,0,20,80,8.0 1,0,MM,MM,MM,MM,1021.3,7.9,6.6,4.2,MM,MM,MM
2017,4,19,0,10,80,7,9,MM,MM,MM,MM,1021.4,7.8,6.6,4.2,MM,MM,MM
2017,4,19,0,0,80,7,9,MM,MM,MM,MM,1021.4,7.6,6.6,4.2,MM,-2.1,MM
2017,4,18,23,50,80,7,9,1.1,5,4.2,71,1021.5,7.5,6.6,4.2,MM,MM,MM
2017,4,18,23,40,80,8,9,1.1,MM,4.2,71,1021.4,7.4,6.6,4.2,MM,MM,MM
2017,4,18,23,30,80,8,9,MM,MM,MM,MM,1021.1,7.4,6.6,4.3,MM,MM,MM
2017,4,18,23,20,90,7,9,MM,MM,MM,MM,1021.5,7.3,6.6,4.3,MM,MM,MM
2017,4,18,23,10,90,8,9,MM,MM,MM,MM,1021.6,7.2,6.6,4.2,MM,MM,MM
2017,4,18,23,0,90,8,9,MM,MM,MM,MM,1021.8,7.1,6.6,4.2,MM,-3.2,MM
2017,4,18,22,50,90,8.0 1,0,1.2,5,4.3,72,1021.8,7,6.6,4.1,MM,MM,MM
2017,4,18,22,40,90,9.0 1,0,MM,MM,MM,MM,1021.8,7,6.6,4.1,MM,MM,MM
2017,4,18,22,30,90,8.0 1,0,MM,MM,MM,MM,1022.1,7,6.6,4.2,MM,MM,MM
2017,4,18,22,20,90,8.0 1,0,MM,MM,MM,MM,1022.5,6.9,6.6,4.2,MM,MM,MM
2017,4,18,22,10,90,8,9,MM,MM,MM,MM,1022.8,6.9,6.6,4.3,MM,MM,MM
